app_id,name,release_date,price_usd,discount_pct,is_discounted,is_free,review_score_pct,total_reviews,estimated_owners,peak_24h_players,steam_official_genres,steam_tags,steam_store_features,steam_developer,steam_publisher,steam_supported_os,steam_interface_languages,steam_subtitle_languages,steam_audio_languages,steam_minimum_ram_gb,steam_minimum_storage_gb,steam_metacritic_score,steam_dlc_count,steam_age_rating_system,steam_age_rating_value
629730,Blade and Sorcery,2024-06-17,29.99,0,0,0,94,57519,1725570,657,"[""Action"", ""Adventure"", ""Indie"", ""RPG"", ""Simulation""]","[""VR"", ""Swordplay"", ""Gore"", ""Moddable"", ""Sandbox"", ""Magic"", ""Action"", ""Violent"", ""Physics"", ""Medieval"", ""Fighting"", ""Simulation"", ""First-Person"", ""Fantasy"", ""Singleplayer"", ""Adventure"", ""RPG"", ""Indie"", ""Early Access"", ""Multiplayer""]","[""Single-player"", ""Steam Achievements"", ""Tracked Controller Support"", ""VR Only"", ""Family Sharing""]","[""WarpFrog""]","[""WarpFrog""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Portuguese - Brazil"", ""Simplified Chinese"", ""Thai"", ""Traditional Chinese""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Portuguese - Brazil"", ""Simplified Chinese"", ""Thai"", ""Traditional Chinese""]",[],8.0,,,0.0,DEJUS,16
333640,Caves of Qud,2024-12-05,23.99,20,1,0,90,11303,339090,425,"[""Adventure"", ""Indie"", ""RPG"", ""Strategy""]","[""Procedural Generation"", ""Turn-Based Combat"", ""Open World"", ""Turn-Based"", ""Transhumanism"", ""Sci-fi"", ""Traditional Roguelike"", ""Replay Value"", ""Roguelike"", ""RPG"", ""Story Rich"", ""Character Customization"", ""Pixel Graphics"", ""Survival"", ""Atmospheric"", ""CRPG"", ""Difficult"", ""Singleplayer"", ""Moddable"", ""Choices Matter""]","[""Single-player"", ""Steam Achievements"", ""Full controller support"", ""Steam Workshop"", ""DualShock Controller Support"", ""DualSense Controller Support"", ""Steam Cloud"", ""Steam Leaderboards"", ""Includes level editor"", ""Family Sharing""]","[""Freehold Games""]","[""Kitfox Games""]","[""Windows"", ""Mac"", ""Linux""]","[""English""]",[],[],4.0,2.0,91.0,2.0,DEJUS,10
814380,Sekiro™: Shadows Die Twice - GOTY Edition,2019-03-21,59.99,0,0,0,94,251002,7530060,6767,"[""Action"", ""Adventure""]","[""Souls-like"", ""Difficult"", ""Action"", ""Singleplayer"", ""Ninja"", ""Stealth"", ""Adventure"", ""Third Person"", ""Open World"", ""Story Rich"", ""Assassins"", ""Violent"", ""Atmospheric"", ""Hack and Slash"", ""Dark Fantasy"", ""RPG"", ""Gore"", ""Great Soundtrack"", ""Rhythm"", ""Dark""]","[""Single-player"", ""Steam Achievements"", ""Full controller support"", ""Steam Trading Cards"", ""Steam Cloud"", ""Remote Play on Tablet"", ""Remote Play on TV"", ""Family Sharing""]","[""FromSoftware, Inc.""]","[""Activision (Excluding Japan and Asia)"", ""FromSoftware, Inc. (Japan)"", ""方块游戏 (Asia)""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Korean"", ""Polish"", ""Russian"", ""Simplified Chinese"", ""Thai"", ""Traditional Chinese"", ""Portuguese - Brazil""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Korean"", ""Polish"", ""Russian"", ""Simplified Chinese"", ""Thai"", ""Traditional Chinese"", ""Portuguese - Brazil""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Japanese""]",4.0,25.0,88.0,0.0,ESRB,Mature 17+
546560,Half-Life: Alyx,2020-03-23,59.99,0,0,0,96,90346,2710380,202,"[""Action"", ""Adventure""]","[""VR"", ""FPS"", ""Story Rich"", ""Horror"", ""Female Protagonist"", ""Shooter"", ""Singleplayer"", ""First-Person"", ""Action"", ""Sci-fi"", ""Atmospheric"", ""Zombies"", ""Beautiful"", ""Aliens"", ""Adventure"", ""Futuristic"", ""Psychological Horror"", ""Memes"", ""Great Soundtrack"", ""Gore""]","[""Single-player"", ""Steam Achievements"", ""Tracked Controller Support"", ""VR Only"", ""VR Support"", ""Steam Workshop"", ""Includes level editor"", ""Family Sharing""]","[""Valve""]","[""Valve""]","[""Windows""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Korean"", ""Russian"", ""Simplified Chinese"", ""Spanish - Latin America"", ""Traditional Chinese"", ""Italian"", ""Czech"", ""Hungarian"", ""Polish"", ""Portuguese - Portugal"", ""Portuguese - Brazil"", ""Ukrainian"", ""Vietnamese"", ""Bulgarian"", ""Greek"", ""Danish"", ""Dutch"", ""Norwegian"", ""Romanian"", ""Thai"", ""Turkish"", ""Finnish"", ""Swedish""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Korean"", ""Russian"", ""Simplified Chinese"", ""Spanish - Latin America"", ""Traditional Chinese"", ""Italian"", ""Czech"", ""Hungarian"", ""Polish"", ""Portuguese - Portugal"", ""Portuguese - Brazil"", ""Ukrainian"", ""Vietnamese"", ""Bulgarian"", ""Greek"", ""Danish"", ""Dutch"", ""Norwegian"", ""Romanian"", ""Thai"", ""Turkish"", ""Finnish"", ""Swedish""]","[""English""]",12.0,,93.0,1.0,DEJUS,16
1367550,Kingdom Rush Vengeance - Tower Defense,2020-10-15,9.99,50,1,0,93,9444,283320,192,"[""Strategy""]","[""Tower Defense"", ""Strategy"", ""Singleplayer"", ""2D"", ""Difficult"", ""Medieval"", ""Cartoon"", ""Choices Matter"", ""Adventure"", ""Demons"", ""Action"", ""Action-Adventure"", ""Colorful"", ""Fantasy"", ""Cartoony"", ""Dark"", ""Family Friendly"", ""Tactical RPG"", ""2D Fighter"", ""Trading Card Game""]","[""Single-player"", ""Steam Achievements"", ""Steam Cloud"", ""Remote Play on Tablet"", ""Family Sharing""]","[""Ironhide Game Studio""]","[""Ironhide Game Studio""]","[""Windows"", ""Mac""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Portuguese - Brazil"", ""Russian"", ""Simplified Chinese"", ""Traditional Chinese"", ""Korean""]",[],"[""English""]",4.0,2.0,,2.0,DEJUS,l
2124490,SILENT HILL 2,2024-10-07,69.99,0,0,0,92,38421,1152630,514,"[""Action"", ""Adventure""]","[""Psychological Horror"", ""Horror"", ""Story Rich"", ""Survival Horror"", ""Atmospheric"", ""Psychological"", ""Remake"", ""Great Soundtrack"", ""Singleplayer"", ""Third Person"", ""Multiple Endings"", ""Adventure"", ""Exploration"", ""Cinematic"", ""Action"", ""Sexual Content"", ""Violent"", ""Classic"", ""3D"", ""Action-Adventure""]","[""Single-player"", ""Steam Achievements"", ""Full controller support"", ""DualShock Controller Support"", ""DualSense Controller Support"", ""Steam Cloud"", ""Family Sharing""]","[""Bloober Team SA""]","[""KONAMI""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Spanish - Latin America"", ""Polish"", ""Russian"", ""Simplified Chinese"", ""Traditional Chinese"", ""Japanese"", ""Korean"", ""Ukrainian"", ""Portuguese - Brazil""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Spanish - Latin America"", ""Polish"", ""Russian"", ""Simplified Chinese"", ""Traditional Chinese"", ""Japanese"", ""Korean"", ""Ukrainian"", ""Portuguese - Brazil""]","[""English"", ""Japanese""]",16.0,50.0,,0.0,ESRB,Mature 17+
1997660,GreedFall: The Dying World,2026-03-10,49.99,0,0,0,76,696,20880,2,"[""Action"", ""Adventure"", ""RPG""]","[""RPG"", ""Adventure"", ""Story Rich"", ""Fantasy"", ""Character Customization"", ""Singleplayer"", ""Choices Matter"", ""Open World"", ""Exploration"", ""Action"", ""Real-Time with Pause"", ""Action RPG"", ""Third Person"", ""Tactical RPG"", ""Early Access"", ""Romance"", ""CRPG"", ""Dark Fantasy"", ""Politics"", ""Female Protagonist""]","[""Single-player"", ""Steam Achievements"", ""DualSense Controller Support"", ""Partial Controller Support"", ""Steam Cloud"", ""Family Sharing""]","[""Spiders""]","[""Nacon""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Polish"", ""Portuguese - Brazil"", ""Russian"", ""Simplified Chinese"", ""Japanese"", ""Korean""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Polish"", ""Portuguese - Brazil"", ""Russian"", ""Simplified Chinese"", ""Japanese"", ""Korean""]","[""English""]",16.0,30.0,,4.0,ESRB,Teen
3556750,"Warhammer 40,000: Dawn of War - Definitive Edition",2025-08-14,29.99,0,0,0,89,10428,312840,0,"[""Strategy""]","[""Strategy"", ""RTS"", ""Multiplayer"", ""Singleplayer"", ""Base Building"", ""Online Co-Op"", ""Sci-fi"", ""Co-op"", ""PvE"", ""Action RTS"", ""Tactical"", ""Level Editor"", ""3D"", ""Cinematic"", ""Grand Strategy"", ""Fantasy"", ""Gore"", ""Violent"", ""PvP"", ""Sexual Content""]","[""Single-player"", ""Multi-player"", ""PvP"", ""Online PvP"", ""Co-op"", ""Online Co-op"", ""Cross-Platform Multiplayer"", ""Steam Achievements"", ""Steam Cloud"", ""Includes level editor"", ""Family Sharing""]","[""Relic Entertainment""]","[""Relic Entertainment""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Czech"", ""Korean"", ""Polish"", ""Russian"", ""Simplified Chinese"", ""Traditional Chinese"", ""Japanese""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Czech"", ""Korean"", ""Polish"", ""Russian"", ""Simplified Chinese"", ""Traditional Chinese"", ""Japanese""]","[""English"", ""French"", ""German""]",8.0,25.0,,0.0,DEJUS,16
1816300,HARVESTELLA,2022-11-04,23.99,60,1,0,78,2008,60240,30,"[""Action"", ""RPG"", ""Simulation""]","[""Exploration"", ""RPG"", ""Farming Sim"", ""JRPG"", ""Agriculture"", ""Sandbox"", ""Life Sim"", ""Building"", ""Action RPG"", ""Open World"", ""Action"", ""Story Rich"", ""Simulation"", ""Fantasy"", ""Atmospheric"", ""Adventure"", ""Singleplayer"", ""Farming"", ""Anime"", ""Female Protagonist""]","[""Single-player"", ""Steam Achievements"", ""Full controller support"", ""Steam Trading Cards"", ""Steam Cloud"", ""Family Sharing""]","[""Square Enix""]","[""Square Enix""]","[""Windows""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Korean"", ""Simplified Chinese"", ""Traditional Chinese""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Japanese"", ""Korean"", ""Simplified Chinese"", ""Traditional Chinese""]","[""English"", ""Japanese""]",8.0,20.0,,0.0,ESRB,Teen
835570,Conqueror's Blade,2020-04-05,0.0,0,0,1,67,4095,122850,8349,"[""Action"", ""Massively Multiplayer"", ""RPG"", ""Strategy"", ""Free To Play""]","[""Swordplay"", ""Free to Play"", ""PvP"", ""Medieval"", ""Massively Multiplayer"", ""Wargame"", ""Strategy"", ""Sandbox"", ""MMORPG"", ""Action"", ""Character Customization"", ""War"", ""Open World"", ""Tactical"", ""Alternate History"", ""RPG"", ""Third Person"", ""Team-Based"", ""Action RPG"", ""Action RTS""]","[""Multi-player"", ""MMO"", ""PvP"", ""Online PvP"", ""Co-op"", ""Online Co-op"", ""Steam Achievements"", ""In-App Purchases"", ""Family Sharing""]","[""Booming Tech""]","[""Poros Interactive"", ""Booming Tech""]","[""Windows""]","[""English"", ""Simplified Chinese"", ""Traditional Chinese"", ""Spanish - Spain"", ""Japanese"", ""Thai"", ""Vietnamese"", ""Korean"", ""Portuguese - Brazil"", ""Spanish - Latin America"", ""French"", ""German"", ""Polish"", ""Russian"", ""Turkish"", ""Arabic""]","[""English"", ""Simplified Chinese"", ""Traditional Chinese"", ""Spanish - Spain"", ""Japanese"", ""Thai"", ""Vietnamese"", ""Korean"", ""Portuguese - Brazil"", ""Spanish - Latin America"", ""French"", ""German"", ""Polish"", ""Russian"", ""Turkish"", ""Arabic""]","[""English"", ""Simplified Chinese""]",8.0,60.0,,9.0,DEJUS,14
1154030,Titan Quest II,2025-08-01,27.99,20,1,0,77,15094,452820,0,"[""Action"", ""RPG"", ""Early Access""]","[""Early Access"", ""Action RPG"", ""RPG"", ""Hack and Slash"", ""Mythology"", ""Action"", ""Dungeon Crawler"", ""Open World"", ""3D"", ""Character Customization"", ""Colorful"", ""Realistic"", ""Loot"", ""Historical"", ""Co-op"", ""Crafting"", ""Multiplayer"", ""Inventory Management"", ""Isometric"", ""Singleplayer""]","[""Single-player"", ""Multi-player"", ""Co-op"", ""Online Co-op"", ""Full controller support"", ""Steam Cloud"", ""Family Sharing""]","[""Grimlore Games""]","[""THQ Nordic""]","[""Windows""]","[""English"", ""German"", ""Simplified Chinese"", ""French"", ""Russian"", ""Ukrainian""]","[""English"", ""German"", ""Simplified Chinese"", ""French"", ""Russian"", ""Ukrainian""]","[""English""]",16.0,50.0,,1.0,DEJUS,12
926990,WolfQuest: Anniversary Edition,2025-07-22,29.99,0,0,0,95,10702,321060,869,"[""Action"", ""RPG"", ""Simulation""]","[""Wolves"", ""Animals"", ""Survival"", ""Life Sim"", ""Open World"", ""Exploration"", ""Hunting"", ""Nature"", ""Immersive Sim"", ""Simulation"", ""RPG"", ""3D"", ""Singleplayer"", ""Multiplayer"", ""Online Co-Op"", ""Realistic"", ""Family Friendly"", ""Education"", ""Science"", ""PvE""]","[""Single-player"", ""Multi-player"", ""Co-op"", ""Online Co-op"", ""Steam Achievements"", ""Full controller support"", ""Steam Trading Cards"", ""Family Sharing""]","[""eduweb""]","[""eduweb""]","[""Windows"", ""Mac""]","[""English"", ""French"", ""German"", ""Arabic"", ""Indonesian"", ""Japanese"", ""Portuguese - Brazil"", ""Russian"", ""Simplified Chinese"", ""Spanish - Latin America""]",[],[],8.0,20.0,,6.0,DEJUS,14
492720,Tropico 6,2019-03-29,11.99,70,1,0,88,19246,577380,575,"[""Simulation"", ""Strategy""]","[""City Builder"", ""Strategy"", ""Simulation"", ""Economy"", ""Management"", ""Political Sim"", ""Multiplayer"", ""Sandbox"", ""Politics"", ""Building"", ""Political"", ""Singleplayer"", ""Co-op"", ""Funny"", ""Choices Matter"", ""Diplomacy"", ""Destruction"", ""Atmospheric"", ""Story Rich"", ""Top-Down""]","[""Single-player"", ""Multi-player"", ""PvP"", ""Online PvP"", ""Co-op"", ""Online Co-op"", ""Steam Achievements"", ""Full controller support"", ""Steam Trading Cards"", ""Steam Workshop"", ""Steam Cloud"", ""Remote Play on TV"", ""Family Sharing""]","[""Limbic Entertainment"", ""Realmforge Studios""]","[""Kalypso Media""]","[""Windows"", ""Mac"", ""Linux""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Russian"", ""Korean"", ""Portuguese - Brazil"", ""Simplified Chinese"", ""Arabic"", ""Japanese""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Russian"", ""Korean"", ""Portuguese - Brazil"", ""Simplified Chinese"", ""Arabic"", ""Japanese""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Russian"", ""Simplified Chinese"", ""Arabic"", ""Japanese""]",8.0,16.0,78.0,11.0,ESRB,Teen
1250410,Microsoft Flight Simulator (2020) 40th Anniversary Edition,2020-08-17,59.99,0,0,0,66,67918,2037540,3245,"[""Simulation""]","[""Simulation"", ""Flight"", ""Realistic"", ""Multiplayer"", ""Open World"", ""VR"", ""Singleplayer"", ""Real-Time"", ""Atmospheric"", ""Physics"", ""Adventure"", ""Family Friendly"", ""Colorful"", ""Beautiful"", ""TrackIR"", ""Surreal"", ""Controller"", ""Epic"", ""Short"", ""Hentai""]","[""Single-player"", ""Multi-player"", ""Steam Achievements"", ""Full controller support"", ""VR Supported"", ""In-App Purchases"", ""HDR available"", ""Family Sharing""]","[""Asobo Studio""]","[""Xbox Game Studios""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Polish"", ""Portuguese - Brazil"", ""Russian"", ""Dutch"", ""Finnish"", ""Japanese"", ""Norwegian"", ""Swedish""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Polish"", ""Portuguese - Brazil"", ""Russian"", ""Dutch"", ""Finnish"", ""Japanese"", ""Norwegian"", ""Swedish""]","[""English"", ""French"", ""German"", ""Portuguese - Brazil""]",8.0,150.0,91.0,0.0,ESRB,Everyone
1588530,Dungeon Alchemist,2022-03-31,35.99,20,1,0,91,2471,74130,155,"[""RPG"", ""Early Access""]","[""Early Access"", ""RPG"", ""CRPG"", ""Tabletop"", ""Software"", ""Procedural Generation"", ""City Builder"", ""Utilities"", ""2.5D"", ""2D"", ""3D"", ""Isometric"", ""Top-Down"", ""Dragons"", ""Base Building"", ""Anime"", ""Stylized"", ""Economy"", ""Fantasy"", ""Medieval""]","[""Single-player"", ""Steam Workshop"", ""Includes level editor"", ""Remote Play Together"", ""Family Sharing""]","[""Briganti""]","[""Briganti""]","[""Windows"", ""Mac"", ""Linux""]","[""English""]",[],[],8.0,8.0,,0.0,DEJUS,l
293760,Automation - The Car Company Tycoon Game,2015-03-12,29.99,0,0,0,96,15727,471810,554,"[""Indie"", ""Racing"", ""Simulation"", ""Strategy"", ""Early Access""]","[""Simulation"", ""Management"", ""Building"", ""Sandbox"", ""Automobile Sim"", ""Realistic"", ""Crafting"", ""Strategy"", ""Early Access"", ""Moddable"", ""Education"", ""Racing"", ""Indie"", ""Automation"", ""Economy"", ""Science"", ""Singleplayer"", ""Physics"", ""Replay Value"", ""Immersive Sim""]","[""Single-player"", ""Multi-player"", ""PvP"", ""Online PvP"", ""Steam Workshop"", ""Steam Cloud"", ""Family Sharing""]","[""Camshaft Software Ltd""]","[""Camshaft Software Ltd""]","[""Windows""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Polish"", ""Italian"", ""Japanese"", ""Portuguese - Brazil"", ""Portuguese - Portugal"", ""Russian"", ""Simplified Chinese"", ""Turkish"", ""Indonesian""]","[""English""]","[""English""]",8.0,30.0,,3.0,DEJUS,6
3361510,Coal LLC,2025-09-11,14.99,0,0,0,90,874,26220,0,"[""Indie"", ""Simulation"", ""Strategy""]","[""Management"", ""Roguelite"", ""Mining"", ""Capitalism"", ""Economy"", ""Time Management"", ""Roguelike"", ""Perma Death"", ""Nature"", ""Underground"", ""2D"", ""Strategy"", ""Procedural Generation"", ""Cute"", ""Pixel Graphics"", ""Simulation"", ""Colorful"", ""Resource Management"", ""Singleplayer"", ""Indie""]","[""Single-player"", ""Steam Achievements"", ""Steam Cloud"", ""Family Sharing""]","[""Bye Bye Ocean""]","[""Bye Bye Ocean""]","[""Windows"", ""Mac""]","[""English""]","[""English""]","[""English""]",2.0,2.0,,0.0,DEJUS,14
505460,Foxhole,2022-09-28,29.99,0,0,0,64,44061,1321830,2821,"[""Action"", ""Indie"", ""Massively Multiplayer"", ""RPG"", ""Strategy""]","[""Massively Multiplayer"", ""Wargame"", ""Military"", ""Base Building"", ""Open World"", ""Sandbox"", ""World War II"", ""War"", ""Top-Down"", ""Strategy"", ""Tactical"", ""PvP"", ""Multiplayer"", ""Team-Based"", ""Top-Down Shooter"", ""Co-op"", ""Crafting"", ""Shooter"", ""Action"", ""RPG""]","[""Multi-player"", ""MMO"", ""PvP"", ""Online PvP"", ""Valve Anti-Cheat enabled""]","[""Siege Camp""]","[""Siege Camp""]","[""Windows""]","[""English"", ""French"", ""German"", ""Portuguese - Portugal"", ""Russian"", ""Simplified Chinese""]","[""English"", ""French"", ""German"", ""Portuguese - Portugal"", ""Russian"", ""Simplified Chinese""]","[""English"", ""French"", ""German"", ""Portuguese - Portugal"", ""Russian"", ""Simplified Chinese""]",8.0,20.0,,1.0,DEJUS,14
379430,Kingdom Come: Deliverance,2018-02-13,29.99,0,0,0,82,136417,4092510,2520,"[""Action"", ""Adventure"", ""RPG""]","[""Medieval"", ""RPG"", ""Open World"", ""Singleplayer"", ""Realistic"", ""Historical"", ""Story Rich"", ""First-Person"", ""Adventure"", ""Swordplay"", ""Nudity"", ""Action"", ""Choices Matter"", ""Choose Your Own Adventure"", ""Atmospheric"", ""Horses"", ""Action RPG"", ""Indie"", ""Great Soundtrack"", ""Multiplayer""]","[""Single-player"", ""Steam Achievements"", ""Full controller support"", ""Steam Trading Cards"", ""Steam Cloud"", ""Remote Play on TV"", ""Family Sharing""]","[""Warhorse Studios""]","[""Warhorse Studios"", ""Deep Silver""]","[""Windows""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Czech"", ""Polish"", ""Russian"", ""Italian"", ""Simplified Chinese"", ""Turkish"", ""Korean"", ""Ukrainian"", ""Portuguese - Brazil"", ""Japanese""]","[""English"", ""French"", ""German"", ""Spanish - Spain"", ""Czech"", ""Polish"", ""Russian"", ""Italian"", ""Simplified Chinese"", ""Turkish"", ""Korean"", ""Ukrainian"", ""Portuguese - Brazil"", ""Japanese""]","[""English"", ""French"", ""German"", ""Czech"", ""Japanese""]",8.0,70.0,76.0,13.0,ESRB,Mature 17+
815370,Green Hell,2019-09-05,2.49,90,1,0,80,71698,2150940,1656,"[""Action"", ""Adventure"", ""Indie"", ""Simulation""]","[""Survival"", ""Open World Survival Craft"", ""Multiplayer"", ""Online Co-Op"", ""Open World"", ""Crafting"", ""Action"", ""Base Building"", ""Singleplayer"", ""Co-op"", ""Adventure"", ""Exploration"", ""First-Person"", ""Survival Horror"", ""Sandbox"", ""Simulation"", ""Atmospheric"", ""Realistic"", ""Building"", ""Action-Adventure""]","[""Single-player"", ""Multi-player"", ""Co-op"", ""Online Co-op"", ""Steam Achievements"", ""Steam Trading Cards"", ""Partial Controller Support"", ""Steam Cloud"", ""Remote Play on Tablet"", ""Family Sharing""]","[""Creepy Jar""]","[""Creepy Jar""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Traditional Chinese"", ""Simplified Chinese"", ""Portuguese - Portugal"", ""Portuguese - Brazil"", ""Russian"", ""Polish"", ""Czech"", ""Japanese"", ""Korean"", ""Swedish"", ""Thai"", ""Vietnamese"", ""Hungarian"", ""Turkish"", ""Indonesian""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Traditional Chinese"", ""Simplified Chinese"", ""Portuguese - Portugal"", ""Portuguese - Brazil"", ""Russian"", ""Polish"", ""Czech"", ""Japanese"", ""Korean"", ""Swedish"", ""Thai"", ""Vietnamese"", ""Hungarian"", ""Turkish"", ""Indonesian""]","[""English"", ""Simplified Chinese""]",4.0,8.0,78.0,1.0,DEJUS,14
4206270,Wireworks,2026-03-09,5.59,20,1,0,90,133,3990,0,"[""Indie"", ""Simulation"", ""Strategy""]","[""Roguelike Deckbuilder"", ""Tower Defense"", ""Auto Battler"", ""Automation"", ""Strategy"", ""Inventory Management"", ""Bullet Heaven"", ""Programming"", ""Deckbuilding"", ""Roguelike"", ""Roguelite"", ""Singleplayer"", ""Pixel Graphics"", ""Simulation"", ""Indie"", ""Casual"", ""2D"", ""Top-Down"", ""Survival"", ""Hardware""]","[""Single-player"", ""Steam Achievements"", ""Steam Cloud"", ""Family Sharing""]","[""JJJ""]","[""JJJ""]","[""Windows"", ""Linux""]","[""English"", ""Japanese""]","[""English"", ""Japanese""]",[],2.0,1.0,,0.0,DEJUS,6
1812370,Little Goody Two Shoes,2023-11-07,9.99,50,1,0,90,1967,59010,13,"[""Adventure"", ""RPG""]","[""Adventure"", ""Horror"", ""RPG"", ""LGBTQ+"", ""Dating Sim"", ""2D"", ""Exploration"", ""Choices Matter"", ""Multiple Endings"", ""Female Protagonist"", ""Mystery"", ""Singleplayer"", ""Time Management"", ""Story Rich"", ""Romance"", ""Anime"", ""Controller"", ""1990's"", ""Resource Management"", ""Puzzle""]","[""Single-player"", ""Multi-player"", ""Co-op"", ""Steam Achievements"", ""Full controller support"", ""Steam Trading Cards"", ""DualShock Controller Support"", ""Steam Cloud"", ""Family Sharing""]","[""AstralShift""]","[""Square Enix""]","[""Windows""]","[""English""]",[],[],8.0,16.0,,2.0,ESRB,Teen
341800,Keep Talking and Nobody Explodes,2015-10-08,14.99,0,0,0,97,13925,417750,148,"[""Indie""]","[""Co-op"", ""Puzzle"", ""Local Multiplayer"", ""Party Game"", ""Board Game"", ""Local Co-Op"", ""Multiplayer"", ""Party"", ""VR"", ""Casual"", ""Difficult"", ""Indie"", ""Team-Based"", ""Funny"", ""Family Friendly"", ""Asymmetric VR"", ""Moddable"", ""Procedural Generation"", ""Simulation"", ""Strategy""]","[""Multi-player"", ""Co-op"", ""Shared/Split Screen Co-op"", ""Shared/Split Screen"", ""Steam Achievements"", ""Full controller support"", ""Tracked Controller Support"", ""VR Supported"", ""VR Support"", ""Steam Workshop"", ""Stats"", ""Steam Leaderboards"", ""Remote Play on TV"", ""Remote Play Together"", ""Family Sharing""]","[""Steel Crate Games""]","[""Steel Crate Games""]","[""Windows"", ""Mac"", ""Linux""]","[""English"", ""Japanese"", ""Spanish - Spain"", ""Dutch"", ""Polish"", ""Romanian"", ""Turkish"", ""Spanish - Latin America"", ""Italian"", ""Finnish"", ""Norwegian"", ""Portuguese - Brazil"", ""Russian"", ""Simplified Chinese"", ""French"", ""German"", ""Arabic"", ""Czech"", ""Danish"", ""Hungarian"", ""Korean"", ""Portuguese - Portugal"", ""Swedish"", ""Thai"", ""Traditional Chinese"", ""Ukrainian""]",[],[],2.0,1.0,71.0,1.0,DEJUS,6
2916430,Fast Food Simulator,2024-12-10,14.99,0,0,0,71,7657,229710,545,"[""Indie"", ""Simulation"", ""Early Access""]","[""Simulation"", ""Online Co-Op"", ""Cooking"", ""Multiplayer"", ""Management"", ""Co-op"", ""Indie"", ""First-Person"", ""Singleplayer"", ""3D"", ""Artificial Intelligence"", ""Job Simulator"", ""Realistic"", ""Early Access"", ""Immersive Sim"", ""Character Customization"", ""Psychological Horror"", ""Funny"", ""Horror""]","[""Single-player"", ""Multi-player"", ""Co-op"", ""Online Co-op"", ""Steam Achievements"", ""Partial Controller Support"", ""Steam Cloud"", ""Family Sharing""]","[""No Ceiling Games""]","[""No Ceiling Games""]","[""Windows""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Hungarian"", ""Japanese"", ""Korean"", ""Polish"", ""Portuguese - Brazil"", ""Russian"", ""Simplified Chinese"", ""Spanish - Latin America"", ""Traditional Chinese"", ""Turkish"", ""Ukrainian"", ""Portuguese - Portugal"", ""Arabic"", ""Dutch"", ""Danish"", ""Finnish"", ""Swedish""]","[""English"", ""French"", ""Italian"", ""German"", ""Spanish - Spain"", ""Hungarian"", ""Japanese"", ""Korean"", ""Polish"", ""Portuguese - Brazil"", ""Russian"", ""Simplified Chinese"", ""Spanish - Latin America"", ""Traditional Chinese"", ""Turkish"", ""Ukrainian"", ""Portuguese - Portugal"", ""Arabic"", ""Dutch"", ""Danish"", ""Finnish"", ""Swedish""]",[],8.0,5.0,,0.0,DEJUS,18
